,CASE_NO,DECISION_DATE,CASE_RECEIVED_DATE,CASE_STATUS,REQUESTED_START_DATE_OF_NEED,REQUESTED_END_DATE_OF_NEED,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_ADDRESS1,AGENT_ATTORNEY_ADDRESS2,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,AGENT_ATTORNEY_POSTAL_CODE,JOB_TITLE,NBR_WORKERS_CERTIFIED,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY,ALIEN_WORK_CITY,ALIEN_WORK_STATE,ORGANIZATION_FLAG
6430,C-09098-19293,2009-05-15 14:45:38,2009-04-08 00:00:00,Certified - Full,2009-05-23 00:00:00,2009-12-31 00:00:00,2009-05-23 00:00:00,2009-12-31 00:00:00,BRENT KITTELSON HARVESTING LTD.,C/O 1808 6TH AVENUE SOUTH,,LETHBRIDGE,AB,T1J1B,KIMBERLY MICHELLE MAGILL,1808 6TH AVENUE SOUTH,,LETHBRIDGE,AB,T1J1B6,AGRICULTURAL EQUIPMENT OPERATORS,18.0,9.02,HR,SENTINEL,OK,S
6431,C-09113-19506,2009-05-15 14:59:16,2009-04-23 00:00:00,Certified - Full,2009-06-15 00:00:00,2010-02-15 00:00:00,2009-06-15 00:00:00,2010-02-15 00:00:00,CHASE FARMS,343 GREENPLOT ROAD,,GLASGOW,KY,42141,RAY WILCOXSON,"RAY WILCOXSON, INC.",424 NEW STREET,HORSE CAVE,KY,42749-1804,"FARMWORKERS AND LABORERS, CROP, NURSERY AND GREENH",15.0,8.0,HR,GLASGOW,KY,S
6432,C-09079-18876,2009-05-15 15:00:51,2009-03-19 00:00:00,Certified - Full,2009-06-15 00:00:00,2009-12-01 00:00:00,2009-06-15 00:00:00,2009-12-01 00:00:00,CHARLIE BURKEEN FARMS ASSOCIATION,3072 NEW PROVIDENCE RD,,MURRAY,KY,42071,MELISSA A GREEN,3612 WEST FORK RD.,,MURRAY,KY,42071,FARM WORKER LABORER,4.0,7.25,HR,MURRAY,KY,S
6433,C-09103-19337,2009-05-15 15:02:15,2009-04-13 00:00:00,Certified - Full,2009-06-15 00:00:00,2010-04-15 00:00:00,2009-06-15 00:00:00,2010-04-15 00:00:00,FRANCOIS LESSARD,53 PITTSTON ROAD,P.O. BOX 254,JACKMAN,ME,04945,LEW RIOUX & COMPANY INC./GALE RIOUX,60 MARKET STREET,,FORT KENT,ME,04743,DELIMBER OPERATOR,2.0,13.0,HR,JACKMAN,ME,S
6434,C-09090-19176,2009-05-15 15:03:27,2009-03-31 00:00:00,Certified - Full,2009-06-01 00:00:00,2010-03-31 00:00:00,2009-06-01 00:00:00,2010-03-31 00:00:00,LES ENTERPRISES FORESTIERES G. DOYON LTD.,P.O. BOX 491 JACKMAN ME 04945,T5R20; GOLDEN ROAD,JACKMAN,ME,04945,GALE RIOUX,60 MARKET STREET,,FORT KENT,ME,04743,DELIMBER OPERATOR,3.0,13.0,HR,JACKMAN,ME,S
6435,C-09090-19178,2009-05-15 15:04:42,2009-03-31 00:00:00,Certified - Full,2009-06-01 00:00:00,2010-03-31 00:00:00,2009-06-01 00:00:00,2010-03-31 00:00:00,LES ENTERPRISES FORESTIERES G. DOYON LTD.,P.O. BOX 491,T5R20;  GOLDEN ROAD,JACKMAN,ME,04945,GALE RIOUX,60 MARKET STREET,,FORT KENT,ME,04743,(60) FELLERBUNCHER OPERATOR,3.0,13.75,HR,JACKMAN,ME,S
6436,C-09090-19175,2009-05-15 15:06:11,2009-03-31 00:00:00,Certified - Full,2009-06-01 00:00:00,2010-03-31 00:00:00,2009-06-01 00:00:00,2010-03-31 00:00:00,LES ENTERPRISES FORESTIERES G. DOYON LTD.,T5R20; GOLDEN ROAD,"P.O. BOX 491, JACKMAN, ME,  04945",JACKMAN,ME,04945,GALE RIOUX,LEW RIOUX & COMPANY INC.,60 MARKET STREET,FORT KENT,ME,04743,LOG LOADER OPERATOR,2.0,13.0,HR,JACKMAN,ME,S
6437,C-09090-19184,2009-05-15 15:07:10,2009-03-31 00:00:00,Certified - Full,2009-06-01 00:00:00,2010-03-31 00:00:00,2009-06-01 00:00:00,2010-03-31 00:00:00,LES ENTERPRISES FORESTIERES G. DOYON LTD.,P.O. BOX 491 JACKMAN ME 04945,T5R20; GOLDEN ROAD,JACKMAN,ME,04945,GALE RIOUX,60 MARKET STREET,,FORT KENT,ME,04743,LOG TRUCK DRIVER (TRACTOR TRAILOR),5.0,12.0,HR,JACKMAN,ME,S
6438,C-09090-19177,2009-05-15 15:08:29,2009-03-31 00:00:00,Certified - Full,2009-06-01 00:00:00,2010-03-31 00:00:00,2009-06-01 00:00:00,2010-03-31 00:00:00,LES ENTERPRISES FORESTIERES G. DOYON LTD.,T5R20; GOLDEN ROAD,"P.O. BOX 491, JACKMAN, ME,  04945",JACKMAN,ME,04945,GALE RIOUX,60 MARKET STREET,,FORT KENT,ME,04743,OPERATING ENGINEER,2.0,13.5,HR,JACKMAN,ME,S
6439,C-09112-19487,2009-05-15 15:15:05,2009-04-22 00:00:00,Certified - Full,2009-06-15 00:00:00,2010-02-28 00:00:00,2009-06-15 00:00:00,2010-02-28 00:00:00,MCLEAN FARMS,75 COX ROAD,,CAMPBELLSVILLE,KY,42718,"RAY WILCOXSON/ RAY WILCOXSON, INC",424 NEW STREET,,HORSE CAVE,KY,42749-1804,"FARMWORKERS AND LABORERS, CROP, NURSERY AND GREENH",20.0,7.4,HR,CAMPBELLSVILLE,KY,S
6440,C-09103-19342,2009-05-15 15:16:38,2009-04-13 00:00:00,Certified - Full,2009-06-15 00:00:00,2010-04-15 00:00:00,2009-06-15 00:00:00,2010-04-15 00:00:00,FRANCOIS LESSARD,53 PITTSTON ROAD,P.O. BOX 254,JACKMAN,ME,04945,LEW RIOUX & COMPANY INC./GALE RIOUX,60 MARKET STREET,,FORT KENT,ME,04743,FELLERBUNCHER OPERATOR,1.0,14.31,HR,JACKMAN,ME,S
6441,C-09113-19495,2009-05-15 15:19:24,2009-04-23 00:00:00,Certified - Full,2009-06-10 00:00:00,2009-11-30 00:00:00,2009-06-10 00:00:00,2009-11-30 00:00:00,CARLOS & ERNESTINE GALICIA FARMS,P.O. BOX 1368,838 S. 10TH AVE.,BRIGHTON,CO,80601,RITA ROMERO,FEDERATION OF EMPLOYERS AND WORKERS AMERCIA,2901 BUCKS BAYOU RD.,BAY CITY,TX,77414,FARMWORKERS,25.0,7.28,HR,FORT LUPTON,CO,S
6442,C-09110-19443,2009-05-15 15:21:28,2009-04-17 00:00:00,Certified - Full,2009-06-15 00:00:00,2009-12-30 00:00:00,2009-06-15 00:00:00,2009-12-30 00:00:00,J & M ASSOCIATION,830 STEWART ROAD,,WINGO,KY,42088,SEASONAL HANDS LLC - MAYRA DIAZ BALLARD,3273 STATE ROUTE 131,,MAYFIELD,KY,42066-4302,"FARMWORKERS/LABORERS-CROP, NURSERY, GREEN",8.0,7.25,HR,WINGO & SEDALIA (42079),KY,A
6443,C-09110-19443,2009-05-15 15:21:28,2009-04-17 00:00:00,Certified - Full,2009-06-15 00:00:00,2009-12-30 00:00:00,2009-06-15 00:00:00,2009-12-30 00:00:00,DAVID H. JONES,830 STEWART ROAD,DARNELL ROAD/GRAVES COUNTY,WINGO,KY,42088,SEASONAL HANDS LLC - MAYRA DIAZ BALLARD,3273 STATE ROUTE 131,,MAYFIELD,KY,42066-4302,"FARMWORKERS/LABORERS-CROP, NURSERY, GREEN",8.0,7.25,HR,WINGO & SEDALIA (42079),KY,
6444,C-09119-19546,2009-05-15 15:22:33,2009-04-29 00:00:00,Certified - Full,2009-06-15 00:00:00,2009-12-31 00:00:00,2009-06-15 00:00:00,2009-12-31 00:00:00,G & M FARMS,4600 MCGREGOR ROAD,,ADAMS,TN,37010,INTERNATIONAL LABOR MANAGEMENT CORPORATION,SARAH E. FARRELL,"234 CAMERON AVE., P.O.BOX 630",VASS,NC,28394,"FARM WORKERS AND LABORERS,CROPS",9.0,7.25,HR,ADAMS,TN,S
6445,C-09089-19161,2009-05-15 15:47:18,2009-03-30 00:00:00,Certified - Full,2009-06-15 00:00:00,2009-12-15 00:00:00,2009-06-15 00:00:00,2009-12-15 00:00:00,BARNEY WOOTEN,6306 AKERSVILLE ROAD,,LAFAYETTE,TN,37083,"RAY WILCOXSON/ RAY WILCOXSON, INC",424 NEW STREET,,HORSE CAVE,KY,42749-1804,"FARMWORKERS AND LABORERS, CROP, NURSERY AND GREENH",4.0,8.23,HR,LAFAYETTE,TN,S
6446,C-09057-18296,2009-05-15 16:03:20,2009-02-26 00:00:00,Denied,2009-04-01 00:00:00,2009-11-01 00:00:00,,,"OASIS FARMS, INC.",53017 CO RD. 50,,MODEL,CO,81059,,,,,,,"FARM WORKERS & LABORERS, CROP",,7.28,HR,MODEL,CO,S
6447,C-09097-19281,2009-05-15 16:06:55,2009-04-07 00:00:00,Certified - Full,2009-06-15 00:00:00,2010-04-11 00:00:00,2009-06-15 00:00:00,2010-04-11 00:00:00,DORYFOR INC.,PO BOX 487 JACKMAN ME 04945,"T10R17 BORDER CROSSING AT ST. JUSTE, SOMERSET COUN",JACKMAN,ME,04945,GALE RIOUX,LEW RIOUX & COMPANY INC.,60 MARKET STREET,FORT KENT,ME,04743,CRANE/SLASHER OPERATOR,2.0,12.5,HR,JACKMAN,ME,S
6448,C-09104-19353,2009-05-15 16:07:49,2009-04-14 00:00:00,Certified - Full,2009-06-08 00:00:00,2010-04-15 00:00:00,2009-06-08 00:00:00,2010-04-15 00:00:00,MARGIL FOREST PRODUCTS INC.,P.O. BOX 932,37 JOHN'S STREET,JACKMAN,ME,04945,LEW RIOUX & COMPANY INC./GALE RIOUX,60 MARKET STREET,,FORT KENT,ME,04743,PROCESSOR OPERATOR,3.0,14.5,HR,JACKMAN,ME,S
6449,C-09089-19102,2009-05-15 16:08:46,2009-03-30 00:00:00,Certified - Full,2009-06-15 00:00:00,2010-04-15 00:00:00,2009-06-15 00:00:00,2010-04-15 00:00:00,BLONDIN ENTERPRISES INC.,286 WEST MAIN STREET,,FORT KENT,ME,04743,GALE RIOUX,LEW RIOUX & COMPANY INC.,60 MARKET STREET,FORT KENT,ME,04743,LOGGING TRACTOR OPERATOR,6.0,12.0,HR,FORT KENT,ME,S
6450,C-09097-19279,2009-05-15 16:08:48,2009-04-07 00:00:00,Certified - Full,2009-06-15 00:00:00,2010-04-11 00:00:00,2009-06-15 00:00:00,2010-04-11 00:00:00,DORYFOR INC.,PO BOX 487 JACKMAN ME 04945,"T10R17 BORDER CROSSING AT ST. JUSTE, SOMERSET COUN",JACKMAN,ME,04945,GALE RIOUX/LEW RIOUX & COMPANY INC.,60 MARKET STREET,,FORT KENT,ME,04743,LOG TRUCK DRIVER (TRACTOR TRAILER),4.0,12.0,HR,JACKMAN,ME,S
6451,C-09111-19470,2009-05-15 16:09:13,2009-04-21 00:00:00,Certified - Full,2009-06-15 00:00:00,2010-01-15 00:00:00,2009-06-15 00:00:00,2010-01-15 00:00:00,GREGORY A. SMITH,7545 ST RT 121 SOUTH,,MAYFIELD,KY,42066,AGRICULTURE WORKFORCE MANAGEMENT ASSOCIATION C/O D,620 SOUTH BROADWAY,,LEXINGTON,KY,40508,FARM WORKER/FIELD CROP,7.0,7.25,HR,FARMINGTON,KY,J
6452,C-09111-19470,2009-05-15 16:09:13,2009-04-21 00:00:00,Certified - Full,2009-06-15 00:00:00,2010-01-15 00:00:00,2009-06-15 00:00:00,2010-01-15 00:00:00,JEFFREY SMITH,835 FLOOD ROAD,,MAYFIELD,KY,42066,AGRICULTURE WORKFORCE MANAGEMENT ASSOCIATION C/O D,620 SOUTH BROADWAY,,LEXINGTON,KY,40508,FARM WORKER/FIELD CROP,3.0,7.25,HR,FARMINGTON,KY,
6453,C-09113-19503,2009-05-15 16:10:20,2009-04-23 00:00:00,Certified - Full,2009-06-07 00:00:00,2010-03-31 00:00:00,2009-06-07 00:00:00,2010-03-31 00:00:00,"NORTH FLORIDA HOLSTEINS, LC",2740 W CR 232,,BELL,FL,32619,DENNIS R. SUTTON,PO BOX 80,301 N. 169 HWY.,GOWER,MO,64454,AGRICULTURAL EQUIPMENT OPERATOR,1.0,9.0,HR,BELL,FL,S
6454,C-09097-19280,2009-05-15 16:13:50,2009-04-07 00:00:00,Certified - Full,2009-06-15 00:00:00,2010-04-11 00:00:00,2009-06-15 00:00:00,2010-04-11 00:00:00,DORYFOR INC.,PO BOX 487 JACKMAN ME 04945,"T10R17 BORDER CROSSING AT ST. JUSTE, SOMERSET COUN",JACKMAN,ME,04945,GALE RIOUX,LEW RIOUX & COMPANY INC.,60 MARKET STREET,FORT KENT,ME,04743,LOGGING EQUIPMENT MECHANIC,1.0,13.75,HR,JACKMAN,ME,S
6455,C-09119-19545,2009-05-15 16:15:06,2009-04-29 00:00:00,Certified - Full,2009-06-15 00:00:00,2010-01-15 00:00:00,2009-06-15 00:00:00,2010-01-15 00:00:00,ELLIOTT DAIRY FARM,564 C. R. 1104,,FANCY FARM,KY,42039,SARAH E. FARRELL,230 CAMERON AVENUE,P.O. BOX 630,VASS,NC,28394,"FARMWORKERS AND LABORERS, CROP",6.0,7.25,HR,FANCY FARM,KY,S
6456,C-09113-19508,2009-05-15 16:19:39,2009-04-23 00:00:00,Certified - Full,2009-06-07 00:00:00,2009-09-15 00:00:00,2009-06-07 00:00:00,2009-09-15 00:00:00,GREG NOVAK,15356 105TH AVE NE,,FOLEY,MN,56329,SOUTHERN IMPACT - LESLI DOWNS,4309 SUMMIT CT,,SAND SPRINGS,OK,74063,"FARMWORKERS AND LABORER, CROP, NURSERY, AND GREENH",4.0,10.01,HR,FOLEY,MN,S
6457,C-09093-19243,2009-05-15 16:45:12,2009-04-03 00:00:00,Denied,2009-05-20 00:00:00,2009-10-20 00:00:00,,,MORRIS P. STEWARD DBA MAGNOLIAS PLANTATION,101 BILL HART RD,,NEWNAN,GA,30265,JACQUES NAZAIRE,"44 BROAD STREET, SUITE 222",,ATLANTA,GA,30303,"FARMWORKER, DIVERSIFIED CROPS",,8.53,HR,NEWNAN,GA,S
6458,C-09113-19501,2009-05-15 16:49:29,2009-04-23 00:00:00,Certified - Full,2009-06-07 00:00:00,2009-10-15 00:00:00,2009-06-07 00:00:00,2009-10-15 00:00:00,"CALIFORNIA SEEDS, INC.",41801 ESPINOSA ROAD,,GREENFIELD,CA,93927,ELIZABETH D. WHITLEY,650 FRONT STREET,P.O. BOX 507,LOVINGSTON,VA,22949,"FARMWORKER, LABORERS, CROP",6.0,8.28,HR,GREENFIELD,CA,S
6459,C-09103-19343,2009-05-15 16:54:35,2009-04-13 00:00:00,Certified - Full,2009-06-01 00:00:00,2009-12-04 00:00:00,2009-06-01 00:00:00,2009-12-04 00:00:00,"BLAIR FIELDS FARM, LLP DBA STEVENS ORCHARD",188 STEVENS ORCHARD ROAD,,ORWELL,VT,05760,,,,,,,"FARMWORKERS AND LABORERS, CROP",1.0,9.7,HR,ORWELL,VT,S
6460,C-09069-18595,2009-05-15 16:56:33,2009-03-10 00:00:00,Certified - Partial,2009-04-24 00:00:00,2009-11-30 00:00:00,2009-05-15 00:00:00,2009-11-30 00:00:00,BERGER CATTLE COMPANY,4610 HWY 90 WEST,,FLATONIA,TX,78941,FRANCISCO MEDINA MALDONADO,"MALDONADO LAW FIRM, PLLC",8546 BROADWAY SUITE 109,SAN ANTONIO,TX,78217,"FARMWORKERS, FARM AND RANCH ANIMALS",5.0,7.28,HR,FLATONIA,TX,S
6461,C-09111-19478,2009-05-15 16:59:54,2009-04-21 00:00:00,Certified - Full,2009-06-10 00:00:00,2009-12-15 00:00:00,2009-06-10 00:00:00,2009-12-15 00:00:00,JOE DIEL,1795 BEECH GROVE RD,,FARMINGTON,KY,42040,MELISSA A GREEN,"KY. FARMERS AID, INC",3612 WEST FORK RD.,MURRAY,KY,42071,FARM WORKER LABORER,8.0,7.25,HR,FARMINGTON,KY,S
6462,C-09119-19547,2009-05-15 17:00:39,2009-04-29 00:00:00,Certified - Full,2009-06-15 00:00:00,2010-04-12 00:00:00,2009-06-15 00:00:00,2010-04-12 00:00:00,DOUG WORLEY FARMS,7400 LICK CREEK TRAIL,,LYLES,TN,37098,INTERNATIONAL LABOR MANAGEMENT CORP.,SARAH E. FARRELL,"234 CAMERON AVE., P.O.BOX 630",VASS,NC,28394,FARMWORKER,6.0,7.25,HR,LYLES,TN,S
6463,C-09104-19361,2009-05-15 17:12:06,2009-04-14 00:00:00,Certified - Full,2009-06-01 00:00:00,2009-11-01 00:00:00,2009-06-01 00:00:00,2009-11-01 00:00:00,"WELLWOOD ORCHARDS, INC.",529 WELLWOOD ORCHARD ROAD,,SPRINGFIELD,VT,05156,,,,,,,FARM WORKERS AND LABORERS CROPS,4.0,9.57,HR,SPRINGFIELD,VT,S
6464,C-09120-19556,2009-05-15 17:15:40,2009-04-30 00:00:00,Certified - Full,2009-06-15 00:00:00,2009-10-31 00:00:00,2009-06-15 00:00:00,2009-10-31 00:00:00,"COOKSEY PRODUCE, LLC",42467 WCR 10,,ROGGEN,CO,80652,SNAKE RIVER FARMERS ASSOCIATION,406 WEST 400 SOUTH,P.O. BOX 807,HEYBURN,ID,83336,FARMWORKER,3.0,7.25,HR,ROGGEN,CO,S
6465,C-09118-19537,2009-05-18 09:00:14,2009-04-28 00:00:00,Certified - Full,2009-06-12 00:00:00,2010-04-01 00:00:00,2009-06-12 00:00:00,2010-04-01 00:00:00,"PETITTO TAGI PRODUCE FARM, LLC",58073 HWY 51 SOUTH,,AMITE,LA,70422,"LINDA D. WHITE / LINDA WHITE & ASSOCIATES, INC.",20791 E. RAILROAD AVE.,,LIVINGSTON,LA,70754,"FARMWORKERS , CROP, NURSERY AND GREENHOUSE",30.0,8.41,HR,AMITE,LA,S
6466,C-09089-19107,2009-05-18 10:56:49,2009-03-30 00:00:00,Certified - Full,2009-06-15 00:00:00,2010-04-15 00:00:00,2009-06-15 00:00:00,2010-04-15 00:00:00,BLONDIN ENTERPRISES INC.,286 WEST MAIN STREET,"P.O. BOX 163, FORT KENT, ME,  04743",FORT KENT,ME,04743,LEW RIOUX & COMPANY INC./GALE RIOUX,60 MARKET STREET,,FORT KENT,ME,04743,FELLERBUNCHER OPERATOR,4.0,13.75,HR,FORT KENT,ME,S
6467,C-09089-19138,2009-05-18 10:59:20,2009-03-30 00:00:00,Certified - Full,2009-06-15 00:00:00,2010-04-15 00:00:00,2009-06-15 00:00:00,2010-04-15 00:00:00,BLONDIN ENTERPRISES INC.,P.O. BOX 163 FORT KENT MILLS MAINE 04744,"286 WEST MAIN STREET, FORT KENT ME 04743",FORT KENT,ME,04744,GALE RIOUX,60 MARKET STREET,,FORT KENT,ME,04743,FARMWORKER,4.0,13.0,HR,FORT KENT,ME,S
6468,C-09106-19413,2009-05-18 11:46:45,2009-04-16 00:00:00,Certified - Full,2009-05-31 00:00:00,2009-12-31 00:00:00,2009-05-31 00:00:00,2009-12-31 00:00:00,WILLIAM F. TRYAN,982 R-Y TRAIL,,FLAXVILLE,MT,59222,CAEP/MANUEL FICK,112 E. LINCOLN AVE,P.O. BOX 677,FERGUS FALLS,MN,56537,FARM WORKER - CROP FARMING,1.0,10.87,HR,FLAXVILLE,MT,S
6469,C-09117-19532,2009-05-18 13:36:32,2009-04-27 00:00:00,Certified - Full,2009-05-18 00:00:00,2009-11-30 00:00:00,2009-05-18 00:00:00,2009-11-30 00:00:00,"LAURITSEN ENTERPRISES, INC.",4998 ST. HWY 31,,KENNARD,NE,68034,AGRI PLACEMENTS INT'L- ELAINE FLAMING,102 E BROADWAY,,FAIRVIEW,OK,73737,BEEKEEPER,4.0,9.9,HR,KENNARD,NE,S
6470,C-09096-19253,2009-05-18 14:46:01,2009-04-06 00:00:00,Certified - Partial,2009-06-15 00:00:00,2010-03-31 00:00:00,2009-06-15 00:00:00,2010-03-31 00:00:00,9050-1123 QUEBEC INC.,P.O. BOX 283,"T3R15, RAGMUFF ROAD",JACKMAN,ME,04945,GALE RIOUX,LEW RIOUX & COMPANY INC.,60 MARKET STREET,FORT KENT,ME,04743,(67) LOG TRUCK DRIVER (TRACTOR TRAILER),3.0,12.0,HR,JACKMAN,ME,S
6471,C-09120-19548,2009-05-18 14:56:58,2009-04-30 00:00:00,Certified - Full,2009-06-15 00:00:00,2009-09-30 00:00:00,2009-06-15 00:00:00,2009-09-30 00:00:00,"BLAND FARMS NEW YORK, LLC",11404 SCHULER RD,,CATO,NY,13033,,,,,,,"FARMWORKERS AND LABORERS, CORP.",20.0,8.62,HR,CATO,NY,S
6472,C-09121-19560,2009-05-18 15:01:19,2009-05-01 00:00:00,Certified - Full,2009-06-15 00:00:00,2009-09-30 00:00:00,2009-06-15 00:00:00,2009-09-30 00:00:00,"EVERGREEN HONEY CO., INC",1062 HWY 1176,,BUNKIE,LA,71322,"MAS LABOR H2A, LLC- ELIZABETH WHITLEY",650 FRONT STREET,P.O. BOX 507,LOVINGSTON,VA,22949,"FARMWORKERS, FARM AND RANCH ANIMALS",22.0,8.29,HR,BUNKIE,LA,S
6473,C-09118-19541,2009-05-18 15:01:28,2009-04-28 00:00:00,Certified - Partial,2009-06-12 00:00:00,2009-12-20 00:00:00,2009-06-12 00:00:00,2009-12-20 00:00:00,CARPENTERS PRODUCE,1017 CARPENTER ROAD,,GRADY,AR,71644,"AGWORKS, INC. - DANIEL W. BREMER",408 WEST MARION AVENUE,PO BOX 580,LAKE PARK,GA,31636,"FARMWORKERS & LABORERS, CROP, NURSERY & GREENHOSUE",9.0,7.25,HR,GRADY,AR,S
6474,C-09098-19296,2009-05-18 15:12:15,2009-04-08 00:00:00,Certified - Full,2009-06-15 00:00:00,2010-02-01 00:00:00,2009-06-15 00:00:00,2010-02-01 00:00:00,LARRY PITCOCK,565 H JONES ROAD,,TOMPKINSVILLE,KY,42167,RAY WILCOXSON,"RAY WILCOXSON, INC.",424 NEW STREET,HORSE CAVE,KY,42749-1804,"FARMWORKERS AND LABORERS, CROP, NURSERY AND GREENH",8.0,7.4,HR,TOMPKINSVILLE,KY,S
6475,C-09121-19563,2009-05-18 16:47:00,2009-05-01 00:00:00,Certified - Full,2009-06-15 00:00:00,2009-11-30 00:00:00,2009-06-15 00:00:00,2009-11-30 00:00:00,BRIAN CAMPBELL FARMS,254 NURSERY ROAD,,BERWICK,PA,18603,"ELIZABETH D. WHITLEY/ MAS LABOR H2A, LLC",650 FRONT STREET,P.O. BOX 507,LOVINGSTON,VA,22949,"FARMWORKERS, LABORERS, CROP",24.0,9.7,HR,BERWICK,PA,S
6476,C-09089-19158,2009-05-18 17:16:39,2009-03-30 00:00:00,Certified - Full,2009-06-15 00:00:00,2010-01-01 00:00:00,2009-06-15 00:00:00,2010-01-01 00:00:00,TONY RAMSEY,394 SANTA FE ROAD,,BROOKSVILLE,KY,41004,RAY WILCOXSON,"RAY WILCOXSON, INC.",424 NEW STREET,HORSE CAVE,KY,42749-1804,"FARMWORKERS AND LABORERS, CROP, NURSERY AND GREENH",6.0,8.23,HR,BROOKSVILLE,KY,S
6477,C-09112-19489,2009-05-19 11:13:24,2009-04-22 00:00:00,Certified - Full,2009-06-15 00:00:00,2009-11-15 00:00:00,2009-06-15 00:00:00,2009-11-15 00:00:00,P & F TOBACCO,3415 TRIMBLE ROAD,,ADAIRVILLE,KY,42202,"RAY WILCOXSON/ RAY WILCOXSON, INC",424 NEW STREET,,HORSE CAVE,KY,42749-1804,"FARMWORKERS AND LABORERS, CROP NURSERY AND GREENHO",20.0,7.4,HR,ADAIRVILLE,KY,S
6478,C-09099-19310,2009-05-19 11:27:34,2009-04-09 00:00:00,Certified - Full,2009-05-24 00:00:00,2009-12-31 00:00:00,2009-05-24 00:00:00,2009-12-31 00:00:00,TROY SANDERSON HARVESTING,C/O 1808 6TH AVENUE SOUTH,,LETHBRIDGE,AB,T1J 1,KIMBERLY MICHELLE MAGILL,1808 6TH AVENUE SOUTH,,LETHBRIDGE,AB,T1J1B6,FARM WORKER GRAIN 1,7.0,9.02,HR,CARNEGIE,OK,S
6479,C-09121-19577,2009-05-19 11:29:54,2009-05-01 00:00:00,Certified - Full,2009-06-18 00:00:00,2009-12-15 00:00:00,2009-06-18 00:00:00,2009-12-15 00:00:00,TERRY REIFF,944 HWY 15,,HOPE,KS,67451,HESTER HELENA VAN TONDER/GOLDEN OPPORTUNITIES INT.,214 EAGLE DRIVE,,MCGREGOR,IA,52157,FARM EQUIPMENT OPERATOR,2.0,9.9,HR,HOPE,KS,S
6480,C-09091-19209,2009-05-19 11:58:15,2009-04-01 00:00:00,Certified - Full,2009-06-15 00:00:00,2010-02-20 00:00:00,2009-06-15 00:00:00,2010-02-20 00:00:00,COUNTY LINE FARM,1624 APPLE GROVE ROAD,,SUMMER SHADE,KY,42166,RAY WILCOXSON,"RAY WILCOXSON, INC.",424 NEW STREET,HORSE CAVE,KY,42749-1804,"FARMWORKERS & LABORERS, CROP, NURSERY AND GREENHOU",24.0,7.4,HR,SUMMER SHADE,KY,S
6481,C-09091-19198,2009-05-19 12:32:26,2009-04-01 00:00:00,Certified - Full,2009-05-16 00:00:00,2009-11-30 00:00:00,2009-05-19 00:00:00,2009-11-30 00:00:00,TRIPLE T POULTRY,5859C MEADVILLE ROAD,,LIBERTY,MS,39645,LAW OFFICE OF MALVERN C. BURNETT,1523 POLYMNIA STREET,,NEW ORLEANS,LA,70130,GENERAL FARMWORKER,40.0,8.41,HR,LIBERTY,MS,S
6482,C-09124-19585,2009-05-19 13:19:36,2009-05-04 00:00:00,Certified - Full,2009-06-19 00:00:00,2010-06-18 00:00:00,2009-06-19 00:00:00,2010-06-18 00:00:00,ALLRED LAND & LIVESTOCK,700 SOUTH 250 WEST,,FOUNTAIN GREEN,UT,84632,ALCALA IMMIGRATION LAW FIRM PC - JAMES ALCALA,1380 WEST INDIANA AVENUE,,SALT LAKE CITY,UT,84104,SHEEPHERDER,1.0,750.0,MTH,FOUNTAIN GREEN,UT,S
6483,C-09121-19571,2009-05-19 13:22:42,2009-05-01 00:00:00,Certified - Full,2009-06-17 00:00:00,2009-11-15 00:00:00,2009-06-17 00:00:00,2009-12-15 00:00:00,MEIDINGER FARMS,5840 86TH ST. SE,,FREDONIA,ND,58440,ELAINE FAYE FLAMING,AGRI PLACEMENTS INTERNATIONAL,102 E. BROADWAY,FAIRVIEW,OK,73737,FARM WORKER,2.0,10.0,HR,FREDONIA,ND,S
6484,C-09105-19404,2009-05-19 14:44:08,2009-04-15 00:00:00,Certified - Full,2009-06-15 00:00:00,2009-12-10 00:00:00,2009-06-15 00:00:00,2009-12-10 00:00:00,"JACKSONS ORCHARD AND NURSERY, INC",1280 SLIM ISLAND ROAD,,BOWLING GREEN,KY,42101,"RAY WILCOXSON/ RAY WILCOXSON, INC.",424 NEW STREET,,HORSE CAVE,KY,42749-1804,"FARMWORKERS AND LABORERS, CROP, NURSERY AND GREENH",2.0,7.25,HR,BOWLING GREEN,KY,S
6485,C-09103-19340,2009-05-19 15:03:45,2009-04-13 00:00:00,Certified - Full,2009-06-15 00:00:00,2009-10-31 00:00:00,2009-06-15 00:00:00,2009-10-31 00:00:00,"EMERALD VALLEY RANCHES, LLC",498 WEST PREQUE ISLE RD.,,CARIBOU,ME,04736,,,,,,,"FIELDWORKERS & LABORERS, CROP",45.0,9.7,HR,CARIBOU,ME,S
